Strategy return series
-0.0114776
0.0572479
-0.0205938
0.00255412
-0.01675
-0.00882447
0.021339
-0.0247341
-0.0332294
0.0229216
0.030241
0.0155002
-0.00890187
0.008039
-0.0180589
0.0205699
-0.00899564
0.00999577
0.0301418
0.0409902
-0.00578524
0.0049066
0.0100943
-0.00594882
0.0456317
0.0649851
0.0229817
0.014417
0.0184535
-0.0323319
0.0280212
0.0148624
-0.0154125
0.0197513
0.00221535
-0.0415174
-0.00287848
0.0161275
0.023607
0.022918
0.00239099
0.0147644
0.0102441
-0.0246104
0.0255747
-0.040595
0.00364357
-0.0129944
0.00645062
0.0563378
-0.0367408
-0.0103027
-0.00134935
0.0145641
0.0269472
0.0138271
-0.0138722
0.0278565
0.0137524
0.0465726
0.0018777
0.0302858
-0.0224359
-0.0134837
0.0309822
-0.0180254
-0.0456591
-0.00142235
-0.00311563
0.000356924
-0.0270505
-0.0437121
0.0432966
-0.0277298
0.00759661
-0.0206615
-0.0210135
-0.0405137
0.012017
0.0253883
0.0119538
-0.00151169
0.00500843
-0.0297088
0.00405097
0.00424481
0.0344808
-0.0260702
0.0167133
0.0540967
0.0439004
-0.0669351
0.030498
0.00374442
-0.04644
-0.000832413
0.00264623
0.0177862
0.0229481
-0.0056842
-0.0412217
0.0707593
0.0097514
-0.0020434
0.00282361
0.0356962
0.0272154
0.0357372
0.010041
0.00786437
0.01992
0.027124
0.00647106
-0.00816418
-0.00950936
-0.018361
-0.00830747
0.00612643
0.00280999
0.0500419
0.0181064
0.00735881
0.024528
0.00964578
0.0276522
-0.0359584
0.00453699
-0.00561767
0.00277353
0.029312
0.0278233
-0.0145367
-0.0224461
-0.00588542
0.00119416
-0.0207781
0.0213063
-0.00349582
0.0173835
-0.0018847
0.0155968
-0.0964309
0.0282211
-0.0267793
0.00462339
0.0363391
0.0331642
0.0292482
0.0120041
-0.0119845
-0.00989633
0.0613908
0.0154089
-0.00921266
-0.00575327
-0.00752597
-0.00296843
-0.0223789
-0.0270499
0.0298112
-0.018763
0.00510175
-0.0610448
0.00278752
0.0496045
-0.0443649
0.0543821
0.0293719
0.01907
0.0142943
-0.0249344
0.0394884
0.0115793
0.0326511
0.0103807
0.0148809
-0.0147399
-0.0724006
0.0132159
0.0213381
-0.0187796
-0.00798068
0.0288635
-0.0360564
0.0222818
0.0313278
0.0117819
-0.0276223
0.0761993
0.0147169
-0.0178495
0.0711596
0.0253296
-0.0276479
0.0120408
0.0151984
0.0595119
-0.0314
-0.0145953
-0.0403824
-0.0193068
0.0322094
0.0359934
0.0263293
0.00184933
-0.0385514
-0.0166963
0.0708466
0.0186741
-0.0401389
0.0197927
0.0440784
-0.0674991
-0.0218612
0.0175957
0.090327
0.00964617
0.0276786
0.00174942
0.00920075
-0.0555659
-0.0644696
0.0614913
0.0265588
-0.0191999
-0.0761526
0.171866
-0.0113719
0.105655
0.0468892
-0.0510199
0.122176
-0.286775
-0.0595059
0.0130211
0.0587386
0.0150125
-0.00680722
-0.0677938
0.0576271
-0.108625
-0.122548
-0.0685202
-0.0161742
-0.13435
-0.137203
-0.0717953
0.0283867
0.00330027
0.00200005
-0.0399317
0.0256995
0.0794001
0.114952
-0.104679
-0.0076238
-0.0370993
-0.0906923
0.0338277
-0.00603825
0.0487166
-0.046244
0.0295888
-0.0148002
0.011632
-0.0208539
-0.0476659
0.023962
0.0466212
0.00722211
-0.00500519
0.0462258
0.0127968
0.0342842
-0.00508214
-0.0347222
-0.0228984
0.0631046
0.00194949
-0.0298441
0.0109242
-0.0102802
0.0259558
-0.052985
-0.012037
0.0185307
0.0135193
-0.0161501
0.00597033
0.0318284
-0.0551188
0.01784
-0.0372263
-0.0136745
-0.0578612
-0.00457076
0.00591831
-0.00753829
0.0799042
-0.0164435
-0.0126975
0.0477382
0.0332002
0.0443118
-0.0621087
0.00591296
-0.0118054
-0.0530363
0.0100281
0.00553485
0.00956553
-0.00214258
0.0414068
0.0351188
-0.00128952
0.00916853
-0.0117014
-0.00706837
-0.0144318
-0.0175397
-0.0275198
0.0104745
-0.0221842
-0.0272941
0.00429984
0.00618852
-0.0328564
-0.029164
0.00855619
0.0311502
-0.0277762
-0.0180075
-0.00397073
-0.0352319
0.0207389
-0.0150001
-0.0215756
0.00846781
0.0178899
0.0161899
0.027715
-0.032795
-0.0182099
-0.00204126
0.0135442
-0.0599829
0.0642158
-0.00361266
0.0145489
-0.0103619
0.0423296
-0.0214594
0.00667289
-0.000720371
0.011348
0.0184994
0.0215637
-0.0187725
-0.0038233
0.00775875
0.0251991
0.000781528
0.0139421
0.0121226
-0.00853665
-0.0177709
0.0190774
0.0477129
-0.0200057
0.049099
-0.0157316
0.00549221
-0.0757929
0.0140608
0.00100185
-0.0398804
0.0307582
0.0212967
-0.0110066
-0.00424542
0.0382133
-0.00430903
-0.0375511
0.00649863
0.0514267
-0.03292
-0.0422575
-0.0209178
0.0272878
-0.00282461
0.0115763
0.0344194
0.0102645
-0.0235474
0.000609776
-0.0572697
-0.0220147
-0.0248415
-0.00917186
0.0216426
0.0460362
0.0108898
0.0648485
-0.0228787
-0.00701972
0.00670449
-0.0338758
-0.0439013
-0.0150618
-0.000420003
0.0102524
-0.013793
0.0125859
-0.0632318
-0.0183106
0.0330305
0.0171792
-0.01194
0.00738778
0.0968973
0.00866773
0.000848434
0.00205325
0.0446037
0.00632342
-0.00652238
-0.00963545
-0.0140154
-0.00497633
-0.00434682
-0.0143605
0.00536557
-0.0621077
0.0109659
-0.0362621
0.0127276
-0.0131169
-0.0266193
-0.0188577
-0.0213145
0.0245527
0.0268024
0.00541824
-0.00245541
0.00574339
-0.0246072
-0.0177368
0.0150762
0.0345089
0.0136251
0.0265503
0.00634822
0.0192139
0.0464127
-0.020321
0.0298786
-0.0406468
-0.0120047
0.0138792
-0.00827567
-0.00794265
0.0164702
-0.0222523
-0.0122498
0.00419613
-0.0299528
-0.00322507
-0.020624
-0.0195276
0.0246091
-0.00168806
0.00314617
0.0224317
0.022815
0.0298429
-0.0289937
0.0247302
-0.019482
0.0134395
0.0210049
0.0214368
-0.0220383
0.00200885
-0.0263602
-0.00899487
0.00468935
-0.00174135
0.0477264
0.0043567
0.0424332
-0.00804311
0.00167038
-0.0197927
0.0186603
0.00121008
-0.00875398
0.0253756
0.0306756
0.00760556
-0.0702626
0.0346371
0.0341419
0.0112472
0.0250502
